,initial_possession
Folarin Balogun,0
Ben White,33
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,21
Granit Xhaka,30
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,17
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,20
Kieran Tierney,31
Nuno Tavares,4
Cédric Soares,18
Zak Swanson,0
Aaron Ramsdale,10
Gabriel Martinelli,15
Bukayo Saka,11
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,9
Pierre-Emerick Aubameyang,0
Eddie Nketiah,7
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,40
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
