,initial_possession
Neal Maupay,2
Jeremy Sarmiento,0
Alexis Mac Allister,13
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,5
Marc Leonard,0
Solly March,17
Lewis Dunk,24
Jürgen Locadia,0
Marc Cucurella,29
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,19
Tom McGill,0
Pascal Groß,31
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,12
Robert Sánchez,18
Enock Mwepu,0
Moisés Caicedo,26
Andi Zeqiri,0
Tariq Lamptey,2
Yves Bissouma,23
Joël Veltman,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
