,initial_possession
Folarin Balogun,0
Ben White,25
Zach Awe,0
Takehiro Tomiyasu,36
Emile Smith Rowe,12
Martin Ødegaard,18
Granit Xhaka,0
Mohamed Elneny,23
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,3
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,22
Kieran Tierney,0
Nuno Tavares,37
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,16
Gabriel Martinelli,18
Bukayo Saka,6
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,12
Eddie Nketiah,4
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,21
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
