,initial_possession
Neal Maupay,0
Jeremy Sarmiento,0
Alexis Mac Allister,16
Adam Lallana,5
Odeluga Offiah,0
Ed Turns,0
Adam Webster,13
Marc Leonard,0
Solly March,15
Lewis Dunk,30
Jürgen Locadia,0
Marc Cucurella,54
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,7
Tom McGill,0
Pascal Groß,18
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,22
Robert Sánchez,27
Enock Mwepu,0
Moisés Caicedo,23
Andi Zeqiri,0
Tariq Lamptey,2
Yves Bissouma,35
Joël Veltman,38
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
