,initial_possession
Folarin Balogun,0
Ben White,34
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,16
Martin Ødegaard,21
Granit Xhaka,32
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,12
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,0
Nuno Tavares,0
Cédric Soares,40
Zak Swanson,0
Aaron Ramsdale,11
Gabriel Martinelli,14
Bukayo Saka,23
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,4
Pierre-Emerick Aubameyang,0
Eddie Nketiah,7
Albert Sambi Lokonga,23
Héctor Bellerín,0
Gabriel Magalhães,28
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
