,initial_possession
Folarin Balogun,0
Ben White,23
Zach Awe,0
Takehiro Tomiyasu,52
Emile Smith Rowe,16
Martin Ødegaard,12
Granit Xhaka,0
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,4
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,14
Kieran Tierney,16
Nuno Tavares,0
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,16
Gabriel Martinelli,2
Bukayo Saka,5
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,31
Pierre-Emerick Aubameyang,13
Eddie Nketiah,0
Albert Sambi Lokonga,10
Héctor Bellerín,0
Gabriel Magalhães,22
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
