,initial_possession
Neal Maupay,11
Jeremy Sarmiento,0
Alexis Mac Allister,20
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,23
Lewis Dunk,18
Jürgen Locadia,0
Marc Cucurella,29
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,24
Tom McGill,0
Pascal Groß,20
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,25
Jakub Moder,2
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,4
Robert Sánchez,17
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,4
Yves Bissouma,19
Joël Veltman,21
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
