,initial_possession
Folarin Balogun,0
Ben White,25
Zach Awe,0
Takehiro Tomiyasu,43
Emile Smith Rowe,0
Martin Ødegaard,21
Granit Xhaka,17
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,17
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,19
Kieran Tierney,29
Nuno Tavares,0
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,18
Gabriel Martinelli,22
Bukayo Saka,13
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,5
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Albert Sambi Lokonga,5
Héctor Bellerín,0
Gabriel Magalhães,27
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,10
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
