,initial_possession
Adrián,0
Mohamed Salah,6
Alisson Becker,21
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,22
Joe Gomez,0
Luis Díaz,16
Curtis Jones,0
Joël Matip,35
Virgil van Dijk,0
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,7
Ibrahima Konaté,19
Harvey Elliott,0
Sadio Mané,16
Marcelo Pitaluga,0
Thiago Alcântara,12
Divock Origi,0
Rhys Williams,0
Naby Keïta,16
Nathaniel Phillips,0
Jordan Henderson,17
Trent Alexander-Arnold,27
Diogo Jota,15
Alex Oxlade-Chamberlain,0
James Milner,5
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
