,initial_possession
Adrián,0
Mohamed Salah,8
Alisson Becker,11
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,34
Takumi Minamino,2
Andy Robertson,37
Joe Gomez,0
Luis Díaz,23
Curtis Jones,15
Joël Matip,34
Virgil van Dijk,34
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,17
Ibrahima Konaté,0
Harvey Elliott,7
Sadio Mané,0
Marcelo Pitaluga,0
Thiago Alcântara,41
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,35
Diogo Jota,24
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
