,initial_possession
Adrián,0
Mohamed Salah,16
Alisson Becker,16
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,22
Takumi Minamino,0
Andy Robertson,35
Joe Gomez,0
Luis Díaz,0
Curtis Jones,13
Joël Matip,38
Virgil van Dijk,40
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,7
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,15
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,20
Trent Alexander-Arnold,37
Diogo Jota,17
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
