,initial_possession
Folarin Balogun,0
Ben White,37
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,7
Martin Ødegaard,22
Granit Xhaka,0
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,10
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,26
Nuno Tavares,0
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,19
Gabriel Martinelli,18
Bukayo Saka,28
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,0
Eddie Nketiah,6
Albert Sambi Lokonga,28
Héctor Bellerín,0
Gabriel Magalhães,33
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
