,initial_possession
Neal Maupay,15
Jeremy Sarmiento,0
Alexis Mac Allister,29
Adam Lallana,12
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,8
Lewis Dunk,0
Jürgen Locadia,0
Marc Cucurella,32
Aaron Connolly,0
Evan Ferguson,2
Jason Steele,0
Steven Alzate,0
Leandro Trossard,5
Tom McGill,0
Pascal Groß,0
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,38
Jakub Moder,13
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,12
Robert Sánchez,7
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,25
Yves Bissouma,18
Joël Veltman,41
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
