,initial_possession
Folarin Balogun,0
Ben White,0
Zach Awe,0
Takehiro Tomiyasu,18
Emile Smith Rowe,2
Martin Ødegaard,17
Granit Xhaka,19
Mohamed Elneny,16
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,4
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,0
Nuno Tavares,7
Cédric Soares,17
Zak Swanson,0
Aaron Ramsdale,16
Gabriel Martinelli,19
Bukayo Saka,18
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,0
Eddie Nketiah,10
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,21
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,15
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
