,initial_possession
Folarin Balogun,0
Ben White,19
Zach Awe,0
Takehiro Tomiyasu,34
Emile Smith Rowe,19
Martin Ødegaard,8
Granit Xhaka,0
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,11
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,17
Kieran Tierney,0
Nuno Tavares,36
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,27
Gabriel Martinelli,0
Bukayo Saka,22
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,6
Pierre-Emerick Aubameyang,13
Eddie Nketiah,0
Albert Sambi Lokonga,10
Héctor Bellerín,0
Gabriel Magalhães,23
Sead Kolasinac,1
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
