,initial_possession
Adrián,0
Mohamed Salah,13
Alisson Becker,19
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,7
Takumi Minamino,0
Andy Robertson,0
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,26
Virgil van Dijk,21
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,9
Ibrahima Konaté,0
Harvey Elliott,1
Sadio Mané,17
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,21
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,39
Diogo Jota,10
Alex Oxlade-Chamberlain,12
James Milner,21
Kostas Tsimikas,48
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
