,initial_possession
Adrián,0
Mohamed Salah,10
Alisson Becker,15
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,33
Takumi Minamino,1
Andy Robertson,32
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,27
Virgil van Dijk,44
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,17
Marcelo Pitaluga,0
Thiago Alcântara,25
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,34
Diogo Jota,27
Alex Oxlade-Chamberlain,3
James Milner,4
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
