,initial_possession
Adrián,0
Mohamed Salah,16
Alisson Becker,12
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,33
Takumi Minamino,0
Andy Robertson,22
Joe Gomez,0
Luis Díaz,22
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,17
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,38
Harvey Elliott,0
Sadio Mané,12
Marcelo Pitaluga,0
Thiago Alcântara,31
Divock Origi,0
Rhys Williams,0
Naby Keïta,3
Nathaniel Phillips,0
Jordan Henderson,21
Trent Alexander-Arnold,42
Diogo Jota,7
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,9
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
