,initial_possession
Neal Maupay,20
Jeremy Sarmiento,0
Alexis Mac Allister,30
Adam Lallana,3
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,21
Lewis Dunk,15
Jürgen Locadia,0
Marc Cucurella,37
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,13
Leandro Trossard,10
Tom McGill,0
Pascal Groß,11
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,4
Robert Sánchez,20
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,34
Yves Bissouma,19
Joël Veltman,24
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
