,initial_possession
Adrián,0
Mohamed Salah,14
Alisson Becker,23
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,29
Takumi Minamino,0
Andy Robertson,22
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,45
Virgil van Dijk,35
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,13
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,16
Marcelo Pitaluga,0
Thiago Alcântara,13
Divock Origi,0
Rhys Williams,0
Naby Keïta,24
Nathaniel Phillips,0
Jordan Henderson,13
Trent Alexander-Arnold,40
Diogo Jota,5
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
