,initial_possession
Neal Maupay,7
Jeremy Sarmiento,0
Alexis Mac Allister,6
Adam Lallana,23
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,4
Lewis Dunk,24
Jürgen Locadia,0
Marc Cucurella,28
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,19
Tom McGill,0
Pascal Groß,18
Taylor Richards,0
Dan Burn,35
Michal Karbownik,0
Shane Duffy,32
Jakub Moder,13
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,0
Robert Sánchez,13
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,0
Joël Veltman,21
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
