,initial_possession
Adrián,0
Mohamed Salah,14
Alisson Becker,0
Caoimhín Kelleher,23
Tyler Morton,0
Fabinho,28
Takumi Minamino,0
Andy Robertson,0
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,37
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,29
Harvey Elliott,0
Sadio Mané,24
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,4
Nathaniel Phillips,0
Jordan Henderson,22
Trent Alexander-Arnold,38
Diogo Jota,12
Alex Oxlade-Chamberlain,2
James Milner,23
Kostas Tsimikas,42
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
