,initial_possession
Neal Maupay,12
Jeremy Sarmiento,0
Alexis Mac Allister,0
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,14
Lewis Dunk,0
Jürgen Locadia,0
Marc Cucurella,31
Aaron Connolly,4
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,15
Tom McGill,0
Pascal Groß,11
Taylor Richards,0
Dan Burn,37
Michal Karbownik,0
Shane Duffy,36
Jakub Moder,5
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,0
Robert Sánchez,25
Enock Mwepu,36
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,13
Yves Bissouma,24
Joël Veltman,50
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
