,initial_possession
Neal Maupay,7
Jeremy Sarmiento,0
Alexis Mac Allister,6
Adam Lallana,20
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,24
Lewis Dunk,29
Jürgen Locadia,0
Marc Cucurella,27
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,10
Tom McGill,0
Pascal Groß,14
Taylor Richards,0
Dan Burn,12
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,22
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,0
Robert Sánchez,24
Enock Mwepu,7
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,15
Yves Bissouma,0
Joël Veltman,19
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
