,initial_possession
Folarin Balogun,0
Ben White,16
Zach Awe,0
Takehiro Tomiyasu,21
Emile Smith Rowe,3
Martin Ødegaard,17
Granit Xhaka,34
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,16
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,12
Kieran Tierney,33
Nuno Tavares,2
Cédric Soares,6
Zak Swanson,0
Aaron Ramsdale,16
Gabriel Martinelli,35
Bukayo Saka,17
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,13
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
