,initial_possession
Neal Maupay,10
Jeremy Sarmiento,4
Alexis Mac Allister,0
Adam Lallana,9
Odeluga Offiah,0
Ed Turns,0
Adam Webster,7
Marc Leonard,0
Solly March,17
Lewis Dunk,34
Jürgen Locadia,0
Marc Cucurella,40
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,17
Tom McGill,0
Pascal Groß,0
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,18
Jakub Moder,21
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,0
Robert Sánchez,25
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,13
Yves Bissouma,20
Joël Veltman,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
