,initial_possession
Neal Maupay,12
Jeremy Sarmiento,0
Alexis Mac Allister,24
Adam Lallana,24
Odeluga Offiah,0
Ed Turns,0
Adam Webster,26
Marc Leonard,0
Solly March,5
Lewis Dunk,0
Jürgen Locadia,0
Marc Cucurella,40
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,16
Tom McGill,0
Pascal Groß,29
Taylor Richards,0
Dan Burn,22
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,25
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,4
Robert Sánchez,5
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,10
Yves Bissouma,0
Joël Veltman,34
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
