,initial_possession
Adrián,0
Mohamed Salah,0
Alisson Becker,11
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,36
Takumi Minamino,3
Andy Robertson,39
Joe Gomez,0
Luis Díaz,0
Curtis Jones,27
Joël Matip,42
Virgil van Dijk,32
Jarell Quansah,0
Kaide Gordon,4
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,13
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,0
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,33
Diogo Jota,21
Alex Oxlade-Chamberlain,16
James Milner,5
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
