,initial_possession
Adrián,0
Mohamed Salah,20
Alisson Becker,17
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,24
Takumi Minamino,0
Andy Robertson,19
Joe Gomez,0
Luis Díaz,8
Curtis Jones,0
Joël Matip,43
Virgil van Dijk,19
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,13
Marcelo Pitaluga,0
Thiago Alcântara,21
Divock Origi,10
Rhys Williams,0
Naby Keïta,15
Nathaniel Phillips,0
Jordan Henderson,5
Trent Alexander-Arnold,41
Diogo Jota,17
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
