,initial_possession
Adrián,0
Mohamed Salah,15
Alisson Becker,14
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,31
Takumi Minamino,4
Andy Robertson,28
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,38
Virgil van Dijk,26
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,12
Marcelo Pitaluga,0
Thiago Alcântara,6
Divock Origi,2
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,19
Trent Alexander-Arnold,36
Diogo Jota,16
Alex Oxlade-Chamberlain,19
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
