,initial_possession
Adrián,0
Mohamed Salah,0
Alisson Becker,18
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,20
Takumi Minamino,3
Andy Robertson,29
Joe Gomez,4
Luis Díaz,0
Curtis Jones,20
Joël Matip,37
Virgil van Dijk,22
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,22
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,0
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,22
Trent Alexander-Arnold,33
Diogo Jota,32
Alex Oxlade-Chamberlain,16
James Milner,2
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
