,initial_possession
Folarin Balogun,0
Ben White,23
Zach Awe,0
Takehiro Tomiyasu,36
Emile Smith Rowe,13
Martin Ødegaard,4
Granit Xhaka,0
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,17
Ainsley Maitland-Niles,6
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,35
Kieran Tierney,0
Nuno Tavares,31
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,18
Gabriel Martinelli,1
Bukayo Saka,19
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,18
Eddie Nketiah,0
Albert Sambi Lokonga,16
Héctor Bellerín,0
Gabriel Magalhães,20
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
