,initial_possession
Adrián,0
Georginio Wijnaldum,31
Mohamed Salah,16
Leighton Clarkson,0
Alisson Becker,18
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,43
Takumi Minamino,4
Andy Robertson,39
Billy Koumetio,0
Joe Gomez,47
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,16
Sadio Mané,24
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,28
Trent Alexander-Arnold,29
Diogo Jota,23
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,5
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
