,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,3
Mathew Ryan,0
Martin Ødegaard,19
Granit Xhaka,18
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,20
Ainsley Maitland-Niles,0
David Luiz,27
Thomas Partey,31
Kieran Tierney,40
Dani Ceballos,0
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,1
Bukayo Saka,10
Pablo Marí,32
Nicolas Pépé,6
Pierre-Emerick Aubameyang,12
Eddie Nketiah,0
Héctor Bellerín,0
Gabriel Magalhães,0
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,13
Calum Chambers,33
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
