,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,15
Mathew Ryan,0
Martin Ødegaard,3
Granit Xhaka,9
Mohamed Elneny,12
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,24
Kieran Tierney,26
Dani Ceballos,0
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,3
Bukayo Saka,17
Pablo Marí,0
Nicolas Pépé,24
Pierre-Emerick Aubameyang,5
Eddie Nketiah,0
Héctor Bellerín,0
Gabriel Magalhães,34
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,21
Calum Chambers,48
Rob Holding,33
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
