,initial_possession
Adrián,0
Georginio Wijnaldum,11
Mohamed Salah,5
Leighton Clarkson,0
Alisson Becker,26
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,24
Takumi Minamino,5
Andy Robertson,30
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,47
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,24
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,3
Sadio Mané,12
Thiago Alcântara,33
Divock Origi,14
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,29
Diogo Jota,0
Alex Oxlade-Chamberlain,7
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
