,initial_possession
Jensen Weir,0
Ben White,19
Neal Maupay,12
Mathew Ryan,0
Alexis Mac Allister,0
Adam Lallana,17
Jayson Molumby,0
Christian Walton,0
Adam Webster,45
Solly March,35
Lewis Dunk,27
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,9
Davy Pröpper,0
Leandro Trossard,18
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,1
Teddy Jenks,0
Dan Burn,27
Alireza Jahanbakhsh,2
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,12
Robert Sánchez,18
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,36
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
