,initial_possession
Adrián,0
Georginio Wijnaldum,9
Mohamed Salah,14
Leighton Clarkson,0
Alisson Becker,17
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,32
Takumi Minamino,0
Andy Robertson,33
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,7
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,2
Roberto Firmino,22
Sadio Mané,2
Thiago Alcântara,32
Divock Origi,0
Rhys Williams,25
Naby Keïta,0
Nathaniel Phillips,33
Jordan Henderson,0
Trent Alexander-Arnold,43
Diogo Jota,26
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
