,initial_possession
Jensen Weir,0
Ben White,27
Neal Maupay,0
Mathew Ryan,0
Alexis Mac Allister,9
Adam Lallana,12
Jayson Molumby,0
Christian Walton,0
Adam Webster,19
Solly March,0
Lewis Dunk,20
Reda Khadra,0
Aaron Connolly,7
Jason Steele,0
Bernardo,0
Steven Alzate,2
Davy Pröpper,0
Leandro Trossard,2
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,13
Teddy Jenks,0
Dan Burn,26
Alireza Jahanbakhsh,6
Michal Karbownik,0
Florin Andone,0
Jakub Moder,14
Danny Welbeck,0
Robert Sánchez,23
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,23
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
