,initial_possession
Rúnar Rúnarsson,0
Willian,6
Emile Smith Rowe,16
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,22
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,25
Ainsley Maitland-Niles,12
David Luiz,0
Thomas Partey,0
Kieran Tierney,34
Dani Ceballos,32
Cédric Soares,0
Joe Willock,5
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,24
Pablo Marí,25
Nicolas Pépé,0
Pierre-Emerick Aubameyang,11
Eddie Nketiah,0
Héctor Bellerín,26
Gabriel Magalhães,0
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,18
Calum Chambers,0
Rob Holding,37
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
