,initial_possession
Adrián,20
Georginio Wijnaldum,19
Mohamed Salah,13
Leighton Clarkson,0
Alisson Becker,0
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,25
Takumi Minamino,11
Andy Robertson,38
Billy Koumetio,0
Joe Gomez,23
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,8
Joël Matip,0
Virgil van Dijk,29
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,20
Sadio Mané,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,13
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,32
Diogo Jota,24
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,14
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
