,Rúnar Rúnarsson,Willian,Emile Smith Rowe,Mathew Ryan,Martin Ødegaard,Granit Xhaka,Mohamed Elneny,Reiss Nelson,Shkodran Mustafi,Alexandre Lacazette,Ainsley Maitland-Niles,David Luiz,Thomas Partey,Kieran Tierney,Dani Ceballos,Cédric Soares,Joe Willock,Matt Macey,Gabriel Martinelli,Bukayo Saka,Pablo Marí,Nicolas Pépé,Pierre-Emerick Aubameyang,Eddie Nketiah,Héctor Bellerín,Gabriel Magalhães,Sead Kolasinac,Miguel Azeez,Bernd Leno,Calum Chambers,Rob Holding,Successful,Unsuccessful,Unsuccessful Pass
Joe Willock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Martinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,0,1,0,0,0,7,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,7,8,0,0,0,1,0,2,12
Pablo Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Pépé,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4
Pierre-Emerick Aubameyang,0,1,0,0,0,8,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,2,0,1,6
Eddie Nketiah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Héctor Bellerín,0,5,0,0,0,5,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,10,0,0,11
Gabriel Magalhães,0,2,0,0,0,21,0,0,0,3,0,1,0,0,11,0,0,0,0,5,0,0,2,0,0,0,9,0,1,0,21,0,0,6
Sead Kolasinac,0,2,0,0,0,18,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,6,0,1,12,0,0,3,0,0,0,0,9
Miguel Azeez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd Leno,0,2,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,1,9,1,0,0,0,7,0,0,3
Calum Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Holding,0,4,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,1,0,12,15,1,0,10,0,1,0,0,10
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
