,initial_possession
Adrián,0
Georginio Wijnaldum,26
Mohamed Salah,12
Leighton Clarkson,0
Alisson Becker,16
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,31
Takumi Minamino,0
Andy Robertson,36
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,13
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,25
Sadio Mané,33
Thiago Alcântara,42
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,35
Trent Alexander-Arnold,33
Diogo Jota,0
Alex Oxlade-Chamberlain,24
Jake Cain,0
James Milner,9
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
