,initial_possession
Adrián,0
Georginio Wijnaldum,26
Mohamed Salah,24
Leighton Clarkson,0
Alisson Becker,17
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,23
Takumi Minamino,0
Andy Robertson,42
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,26
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,12
Sadio Mané,20
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,37
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,27
Trent Alexander-Arnold,28
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
