,initial_possession
Jensen Weir,0
Ben White,24
Neal Maupay,19
Mathew Ryan,0
Alexis Mac Allister,0
Adam Lallana,29
Jayson Molumby,0
Christian Walton,0
Adam Webster,0
Solly March,0
Lewis Dunk,28
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,5
Leandro Trossard,18
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,43
Teddy Jenks,0
Dan Burn,27
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,2
Danny Welbeck,12
Robert Sánchez,14
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,14
Tariq Lamptey,0
Yves Bissouma,25
Joël Veltman,43
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
