,initial_possession
Jensen Weir,0
Ben White,24
Neal Maupay,9
Mathew Ryan,21
Alexis Mac Allister,0
Adam Lallana,6
Jayson Molumby,1
Christian Walton,0
Adam Webster,19
Solly March,29
Lewis Dunk,19
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,0
Leandro Trossard,0
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,20
Teddy Jenks,0
Dan Burn,9
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,16
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,31
Yves Bissouma,35
Joël Veltman,20
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
