,initial_possession
Adrián,0
Georginio Wijnaldum,13
Mohamed Salah,12
Leighton Clarkson,0
Alisson Becker,20
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,38
Takumi Minamino,0
Andy Robertson,33
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,33
Neco Williams,0
Roberto Firmino,0
Sadio Mané,19
Thiago Alcântara,32
Divock Origi,0
Rhys Williams,0
Naby Keïta,7
Nathaniel Phillips,37
Jordan Henderson,0
Trent Alexander-Arnold,30
Diogo Jota,31
Alex Oxlade-Chamberlain,5
Jake Cain,0
James Milner,7
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
