,initial_possession
Jensen Weir,0
Ben White,28
Neal Maupay,10
Mathew Ryan,10
Alexis Mac Allister,0
Adam Lallana,10
Jayson Molumby,0
Christian Walton,0
Adam Webster,19
Solly March,30
Lewis Dunk,33
Reda Khadra,0
Aaron Connolly,6
Jason Steele,0
Bernardo,0
Steven Alzate,9
Davy Pröpper,0
Leandro Trossard,18
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,5
Teddy Jenks,0
Dan Burn,0
Alireza Jahanbakhsh,3
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,41
Yves Bissouma,24
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
