,initial_possession
Adrián,0
Georginio Wijnaldum,11
Mohamed Salah,15
Leighton Clarkson,0
Alisson Becker,13
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,28
Takumi Minamino,1
Andy Robertson,33
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,17
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,14
Sadio Mané,19
Thiago Alcântara,16
Divock Origi,0
Rhys Williams,0
Naby Keïta,21
Nathaniel Phillips,0
Jordan Henderson,13
Trent Alexander-Arnold,30
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,7
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
