,initial_possession
Adrián,24
Georginio Wijnaldum,13
Mohamed Salah,7
Leighton Clarkson,0
Alisson Becker,0
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,31
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,14
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,42
Neco Williams,0
Roberto Firmino,18
Sadio Mané,24
Thiago Alcântara,18
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,44
Jordan Henderson,0
Trent Alexander-Arnold,43
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,6
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
