,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,15
Mathew Ryan,0
Martin Ødegaard,15
Granit Xhaka,22
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,2
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,18
Kieran Tierney,17
Dani Ceballos,0
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,2
Bukayo Saka,5
Pablo Marí,0
Nicolas Pépé,13
Pierre-Emerick Aubameyang,2
Eddie Nketiah,0
Héctor Bellerín,0
Gabriel Magalhães,23
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,16
Calum Chambers,24
Rob Holding,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
