,initial_possession
Jensen Weir,0
Ben White,0
Neal Maupay,2
Mathew Ryan,0
Alexis Mac Allister,14
Adam Lallana,0
Jayson Molumby,0
Christian Walton,0
Adam Webster,31
Solly March,8
Lewis Dunk,15
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,21
Steven Alzate,0
Davy Pröpper,13
Leandro Trossard,0
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,21
Teddy Jenks,0
Dan Burn,32
Alireza Jahanbakhsh,19
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,17
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,31
Joël Veltman,24
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
