,initial_possession
Jensen Weir,0
Ben White,21
Neal Maupay,22
Mathew Ryan,0
Alexis Mac Allister,12
Adam Lallana,0
Jayson Molumby,0
Christian Walton,0
Adam Webster,20
Solly March,0
Lewis Dunk,19
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,0
Leandro Trossard,5
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,29
Teddy Jenks,0
Dan Burn,36
Alireza Jahanbakhsh,15
Michal Karbownik,0
Florin Andone,0
Jakub Moder,10
Danny Welbeck,13
Robert Sánchez,21
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,2
Tariq Lamptey,0
Yves Bissouma,23
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
