,initial_possession
Adrián,0
Georginio Wijnaldum,10
Mohamed Salah,3
Leighton Clarkson,0
Alisson Becker,13
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,41
Takumi Minamino,15
Andy Robertson,27
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,8
Joël Matip,23
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,16
Sadio Mané,16
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,25
Nathaniel Phillips,0
Jordan Henderson,25
Trent Alexander-Arnold,25
Diogo Jota,0
Alex Oxlade-Chamberlain,1
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
