,initial_possession
Adrián,0
Georginio Wijnaldum,6
Mohamed Salah,17
Leighton Clarkson,0
Alisson Becker,5
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,34
Takumi Minamino,0
Andy Robertson,20
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,14
Neco Williams,0
Roberto Firmino,16
Sadio Mané,13
Thiago Alcântara,27
Divock Origi,0
Rhys Williams,4
Naby Keïta,0
Nathaniel Phillips,40
Jordan Henderson,0
Trent Alexander-Arnold,35
Diogo Jota,8
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,26
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
