,initial_possession
Adrián,0
Georginio Wijnaldum,19
Mohamed Salah,11
Leighton Clarkson,0
Alisson Becker,14
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,39
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,14
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,2
Ozan Kabak,37
Neco Williams,0
Roberto Firmino,24
Sadio Mané,22
Thiago Alcântara,19
Divock Origi,2
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,24
Jordan Henderson,11
Trent Alexander-Arnold,40
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
