,initial_possession
Adrián,0
Georginio Wijnaldum,12
Mohamed Salah,4
Leighton Clarkson,0
Alisson Becker,18
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,19
Takumi Minamino,0
Andy Robertson,40
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,29
Neco Williams,0
Roberto Firmino,19
Sadio Mané,16
Thiago Alcântara,29
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,38
Diogo Jota,15
Alex Oxlade-Chamberlain,3
Jake Cain,0
James Milner,33
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
