,initial_possession
Jensen Weir,0
Ben White,24
Neal Maupay,9
Mathew Ryan,0
Alexis Mac Allister,26
Adam Lallana,8
Jayson Molumby,0
Christian Walton,0
Adam Webster,0
Solly March,0
Lewis Dunk,29
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,6
Davy Pröpper,0
Leandro Trossard,23
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,32
Teddy Jenks,0
Dan Burn,27
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,3
Robert Sánchez,7
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,30
Joël Veltman,48
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
