,initial_possession
Jensen Weir,0
Ben White,27
Neal Maupay,4
Mathew Ryan,0
Alexis Mac Allister,14
Adam Lallana,7
Jayson Molumby,0
Christian Walton,0
Adam Webster,29
Solly March,0
Lewis Dunk,19
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,0
Leandro Trossard,17
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,16
Teddy Jenks,0
Dan Burn,44
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,6
Danny Welbeck,10
Robert Sánchez,18
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,20
Joël Veltman,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
