,initial_possession
Rúnar Rúnarsson,0
Willian,18
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,14
Mohamed Elneny,0
Reiss Nelson,11
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,1
David Luiz,0
Thomas Partey,0
Kieran Tierney,25
Dani Ceballos,28
Cédric Soares,0
Joe Willock,13
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,11
Pablo Marí,0
Nicolas Pépé,22
Pierre-Emerick Aubameyang,11
Eddie Nketiah,0
Héctor Bellerín,35
Gabriel Magalhães,21
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,27
Calum Chambers,0
Rob Holding,23
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
