,initial_possession
Adrián,0
Georginio Wijnaldum,26
Mohamed Salah,11
Leighton Clarkson,0
Alisson Becker,15
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,28
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,8
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,12
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,3
Sadio Mané,0
Thiago Alcântara,27
Divock Origi,13
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,29
Jordan Henderson,21
Trent Alexander-Arnold,19
Diogo Jota,0
Alex Oxlade-Chamberlain,1
Jake Cain,0
James Milner,18
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
