,initial_possession
Jensen Weir,0
Ben White,19
Neal Maupay,10
Mathew Ryan,15
Alexis Mac Allister,0
Adam Lallana,10
Jayson Molumby,0
Christian Walton,0
Adam Webster,23
Solly March,20
Lewis Dunk,37
Reda Khadra,0
Aaron Connolly,15
Jason Steele,0
Bernardo,0
Steven Alzate,20
Davy Pröpper,0
Leandro Trossard,20
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,0
Teddy Jenks,0
Dan Burn,10
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,26
Yves Bissouma,22
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
