,initial_possession
Rúnar Rúnarsson,0
Willian,16
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,0
Mohamed Elneny,19
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,11
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,16
Kieran Tierney,35
Dani Ceballos,15
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,14
Pablo Marí,0
Nicolas Pépé,4
Pierre-Emerick Aubameyang,16
Eddie Nketiah,7
Héctor Bellerín,40
Gabriel Magalhães,31
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,11
Calum Chambers,0
Rob Holding,28
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
