,initial_possession
Jensen Weir,0
Ben White,27
Neal Maupay,0
Mathew Ryan,0
Alexis Mac Allister,0
Adam Lallana,16
Jayson Molumby,0
Christian Walton,0
Adam Webster,42
Solly March,49
Lewis Dunk,45
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,26
Davy Pröpper,0
Leandro Trossard,21
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,0
Teddy Jenks,0
Dan Burn,0
Alireza Jahanbakhsh,2
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,18
Robert Sánchez,17
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,29
Yves Bissouma,21
Joël Veltman,11
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
